timestamp,intersection_id,phase_number,signal_state,duration_sec,control_mode
2026-04-20T18:13:12,INT-001,1,GREEN ON,42,adaptive
2026-04-20T18:13:54,INT-001,1,YELLOW ON,4,adaptive
2026-04-20T18:13:58,INT-001,1,RED ON,3,adaptive
2026-04-20T18:14:01,INT-001,2,GREEN ON,38,adaptive
2026-04-20T18:14:39,INT-001,2,YELLOW ON,4,adaptive
2026-04-20T18:14:43,INT-001,2,RED ON,3,adaptive
2026-04-20T18:14:46,INT-001,3,GREEN ON,35,adaptive
2026-04-20T18:15:21,INT-001,3,YELLOW ON,4,adaptive
2026-04-20T18:15:25,INT-001,3,RED ON,3,adaptive
2026-04-20T18:15:28,INT-001,4,GREEN ON,30,adaptive
2026-04-20T18:15:58,INT-001,4,YELLOW ON,4,adaptive
2026-04-20T18:16:02,INT-001,4,RED ON,3,adaptive
2026-04-20T18:16:05,INT-001,1,GREEN ON,42,adaptive
2026-04-20T18:16:47,INT-001,1,YELLOW ON,4,adaptive
2026-04-20T18:16:51,INT-001,1,RED ON,3,adaptive
2026-04-20T18:16:54,INT-001,2,GREEN ON,38,adaptive
2026-04-20T18:17:32,INT-001,2,YELLOW ON,4,adaptive
2026-04-20T18:17:36,INT-001,2,RED ON,3,adaptive
2026-04-20T18:17:39,INT-001,3,GREEN ON,35,adaptive
2026-04-20T18:18:14,INT-001,3,YELLOW ON,4,adaptive
2026-04-20T18:18:18,INT-001,3,RED ON,3,adaptive
2026-04-20T18:18:21,INT-001,4,GREEN ON,30,adaptive
2026-04-20T18:18:51,INT-001,4,YELLOW ON,4,adaptive
2026-04-20T18:18:55,INT-001,4,RED ON,3,adaptive
2026-04-20T18:18:58,INT-001,1,GREEN ON,42,adaptive
2026-04-20T18:19:40,INT-001,1,YELLOW ON,4,adaptive
2026-04-20T18:19:44,INT-001,1,RED ON,3,adaptive
2026-04-20T18:19:47,INT-001,2,GREEN ON,38,adaptive
2026-04-20T18:20:25,INT-001,2,YELLOW ON,4,adaptive
2026-04-20T18:20:29,INT-001,2,RED ON,3,adaptive
2026-04-20T18:20:32,INT-001,3,GREEN ON,35,adaptive
2026-04-20T18:21:07,INT-001,3,YELLOW ON,4,adaptive
2026-04-20T18:21:11,INT-001,3,RED ON,3,adaptive
2026-04-20T18:21:14,INT-001,4,GREEN ON,30,adaptive
2026-04-20T18:21:44,INT-001,4,YELLOW ON,4,adaptive
2026-04-20T18:21:48,INT-001,4,RED ON,3,adaptive
2026-04-20T18:21:51,INT-001,1,GREEN ON,42,adaptive
2026-04-20T18:22:33,INT-001,1,YELLOW ON,4,adaptive
2026-04-20T18:22:37,INT-001,1,RED ON,3,adaptive
2026-04-20T18:22:40,INT-001,2,GREEN ON,38,adaptive
2026-04-20T18:23:18,INT-001,2,YELLOW ON,4,adaptive
2026-04-20T18:23:22,INT-001,2,RED ON,3,adaptive
2026-04-20T18:23:25,INT-001,3,GREEN ON,35,adaptive
2026-04-20T18:24:00,INT-001,3,YELLOW ON,4,adaptive
2026-04-20T18:24:04,INT-001,3,RED ON,3,adaptive
2026-04-20T18:24:07,INT-001,4,GREEN ON,30,adaptive
2026-04-20T18:24:37,INT-001,4,YELLOW ON,4,adaptive
2026-04-20T18:24:41,INT-001,4,RED ON,3,adaptive
2026-04-20T18:24:44,INT-001,1,GREEN ON,42,adaptive
2026-04-20T18:25:26,INT-001,1,YELLOW ON,4,adaptive
2026-04-20T18:25:30,INT-001,1,RED ON,3,adaptive
2026-04-20T18:25:33,INT-001,2,GREEN ON,38,adaptive
2026-04-20T18:26:11,INT-001,2,YELLOW ON,4,adaptive
2026-04-20T18:26:15,INT-001,2,RED ON,3,adaptive
2026-04-20T18:26:18,INT-001,3,GREEN ON,35,adaptive
2026-04-20T18:26:53,INT-001,3,YELLOW ON,4,adaptive
2026-04-20T18:26:57,INT-001,3,RED ON,3,adaptive
2026-04-20T18:27:00,INT-001,4,GREEN ON,30,adaptive
2026-04-20T18:27:30,INT-001,4,YELLOW ON,4,adaptive
2026-04-20T18:27:34,INT-001,4,RED ON,3,adaptive
2026-04-20T18:27:37,INT-001,1,GREEN ON,42,adaptive
2026-04-20T18:28:19,INT-001,1,YELLOW ON,4,adaptive
2026-04-20T18:28:23,INT-001,1,RED ON,3,adaptive
2026-04-20T18:28:26,INT-001,2,GREEN ON,38,adaptive
2026-04-20T18:29:04,INT-001,2,YELLOW ON,4,adaptive
2026-04-20T18:29:08,INT-001,2,RED ON,3,adaptive
2026-04-20T18:29:11,INT-001,3,GREEN ON,35,adaptive
2026-04-20T18:29:46,INT-001,3,YELLOW ON,4,adaptive
2026-04-20T18:29:50,INT-001,3,RED ON,3,adaptive
2026-04-20T18:29:53,INT-001,4,GREEN ON,30,adaptive
2026-04-20T18:30:23,INT-001,4,YELLOW ON,4,adaptive
2026-04-20T18:30:27,INT-001,4,RED ON,3,adaptive
2026-04-20T18:30:30,INT-001,1,GREEN ON,42,adaptive
2026-04-20T18:31:12,INT-001,1,YELLOW ON,4,adaptive
2026-04-20T18:31:16,INT-001,1,RED ON,3,adaptive
2026-04-20T18:31:19,INT-001,2,GREEN ON,38,adaptive
2026-04-20T18:31:57,INT-001,2,YELLOW ON,4,adaptive
2026-04-20T18:32:01,INT-001,2,RED ON,3,adaptive
2026-04-20T18:32:04,INT-001,3,GREEN ON,35,adaptive
2026-04-20T18:32:39,INT-001,3,YELLOW ON,4,adaptive
2026-04-20T18:32:43,INT-001,3,RED ON,3,adaptive
2026-04-20T18:32:46,INT-001,4,GREEN ON,30,adaptive
2026-04-20T18:33:16,INT-001,4,YELLOW ON,4,adaptive
2026-04-20T18:33:20,INT-001,4,RED ON,3,adaptive
2026-04-20T18:33:23,INT-001,1,GREEN ON,42,adaptive
2026-04-20T18:34:05,INT-001,1,YELLOW ON,4,adaptive
2026-04-20T18:34:09,INT-001,1,RED ON,3,adaptive
2026-04-20T18:34:12,INT-001,2,GREEN ON,38,adaptive
2026-04-20T18:34:50,INT-001,2,YELLOW ON,4,adaptive
2026-04-20T18:34:54,INT-001,2,RED ON,3,adaptive
2026-04-20T18:34:57,INT-001,3,GREEN ON,35,adaptive
2026-04-20T18:35:32,INT-001,3,YELLOW ON,4,adaptive
2026-04-20T18:35:36,INT-001,3,RED ON,3,adaptive
2026-04-20T18:35:39,INT-001,4,GREEN ON,30,adaptive
2026-04-20T18:36:09,INT-001,4,YELLOW ON,4,adaptive
2026-04-20T18:36:13,INT-001,4,RED ON,3,adaptive
2026-04-20T18:36:16,INT-001,1,GREEN ON,42,adaptive
2026-04-20T18:36:58,INT-001,1,YELLOW ON,4,adaptive
2026-04-20T18:37:02,INT-001,1,RED ON,3,adaptive
2026-04-20T18:37:05,INT-001,2,GREEN ON,38,adaptive
2026-04-20T18:37:43,INT-001,2,YELLOW ON,4,adaptive
2026-04-20T18:37:47,INT-001,2,RED ON,3,adaptive
2026-04-20T18:37:50,INT-001,3,GREEN ON,35,adaptive
2026-04-20T18:38:25,INT-001,3,YELLOW ON,4,adaptive
2026-04-20T18:38:29,INT-001,3,RED ON,3,adaptive
2026-04-20T18:38:32,INT-001,4,GREEN ON,30,adaptive
2026-04-20T18:39:02,INT-001,4,YELLOW ON,4,adaptive
2026-04-20T18:39:06,INT-001,4,RED ON,3,adaptive
2026-04-20T18:39:09,INT-001,1,GREEN ON,42,adaptive
2026-04-20T18:39:51,INT-001,1,YELLOW ON,4,adaptive
2026-04-20T18:39:55,INT-001,1,RED ON,3,adaptive
2026-04-20T18:39:58,INT-001,2,GREEN ON,38,adaptive
2026-04-20T18:40:36,INT-001,2,YELLOW ON,4,adaptive
2026-04-20T18:40:40,INT-001,2,RED ON,3,adaptive
2026-04-20T18:40:43,INT-001,3,GREEN ON,35,adaptive
2026-04-20T18:41:18,INT-001,3,YELLOW ON,4,adaptive
2026-04-20T18:41:22,INT-001,3,RED ON,3,adaptive
2026-04-20T18:41:25,INT-001,4,GREEN ON,30,adaptive
2026-04-20T18:41:55,INT-001,4,YELLOW ON,4,adaptive
2026-04-20T18:41:59,INT-001,4,RED ON,3,adaptive
2026-04-20T18:42:02,INT-001,1,GREEN ON,42,adaptive
2026-04-20T18:42:44,INT-001,1,YELLOW ON,4,adaptive
2026-04-20T18:42:48,INT-001,1,RED ON,3,adaptive
2026-04-20T18:42:51,INT-001,2,GREEN ON,38,adaptive
2026-04-20T18:43:29,INT-001,2,YELLOW ON,4,adaptive
2026-04-20T18:43:33,INT-001,2,RED ON,3,adaptive
2026-04-20T18:43:36,INT-001,3,GREEN ON,35,adaptive
2026-04-20T18:44:11,INT-001,3,YELLOW ON,4,adaptive
2026-04-20T18:44:15,INT-001,3,RED ON,3,adaptive
2026-04-20T18:44:18,INT-001,4,GREEN ON,30,adaptive
2026-04-20T18:44:48,INT-001,4,YELLOW ON,4,adaptive
2026-04-20T18:44:52,INT-001,4,RED ON,3,adaptive
2026-04-20T18:44:55,INT-001,1,GREEN ON,42,adaptive
2026-04-20T18:45:37,INT-001,1,YELLOW ON,4,adaptive
2026-04-20T18:45:41,INT-001,1,RED ON,3,adaptive
2026-04-20T18:45:44,INT-001,2,GREEN ON,38,adaptive
2026-04-20T18:46:22,INT-001,2,YELLOW ON,4,adaptive
2026-04-20T18:46:26,INT-001,2,RED ON,3,adaptive
2026-04-20T18:46:29,INT-001,3,GREEN ON,35,adaptive
2026-04-20T18:47:04,INT-001,3,YELLOW ON,4,adaptive
2026-04-20T18:47:08,INT-001,3,RED ON,3,adaptive
2026-04-20T18:47:11,INT-001,4,GREEN ON,30,adaptive
2026-04-20T18:47:41,INT-001,4,YELLOW ON,4,adaptive
2026-04-20T18:47:45,INT-001,4,RED ON,3,adaptive
2026-04-20T18:47:48,INT-001,1,GREEN ON,42,adaptive
2026-04-20T18:48:30,INT-001,1,YELLOW ON,4,adaptive
2026-04-20T18:48:34,INT-001,1,RED ON,3,adaptive
2026-04-20T18:48:37,INT-001,2,GREEN ON,38,adaptive
2026-04-20T18:49:15,INT-001,2,YELLOW ON,4,adaptive
2026-04-20T18:49:19,INT-001,2,RED ON,3,adaptive
2026-04-20T18:49:22,INT-001,3,GREEN ON,35,adaptive
2026-04-20T18:49:57,INT-001,3,YELLOW ON,4,adaptive
2026-04-20T18:50:01,INT-001,3,RED ON,3,adaptive
2026-04-20T18:50:04,INT-001,4,GREEN ON,30,adaptive
2026-04-20T18:50:34,INT-001,4,YELLOW ON,4,adaptive
2026-04-20T18:50:38,INT-001,4,RED ON,3,adaptive
2026-04-20T18:50:41,INT-001,1,GREEN ON,42,adaptive
2026-04-20T18:51:23,INT-001,1,YELLOW ON,4,adaptive
2026-04-20T18:51:27,INT-001,1,RED ON,3,adaptive
2026-04-20T18:51:30,INT-001,2,GREEN ON,38,adaptive
2026-04-20T18:52:08,INT-001,2,YELLOW ON,4,adaptive
2026-04-20T18:52:12,INT-001,2,RED ON,3,adaptive
2026-04-20T18:52:15,INT-001,3,GREEN ON,35,adaptive
2026-04-20T18:52:50,INT-001,3,YELLOW ON,4,adaptive
2026-04-20T18:52:54,INT-001,3,RED ON,3,adaptive
2026-04-20T18:52:57,INT-001,4,GREEN ON,30,adaptive
2026-04-20T18:53:27,INT-001,4,YELLOW ON,4,adaptive
2026-04-20T18:53:31,INT-001,4,RED ON,3,adaptive
2026-04-20T18:53:34,INT-001,1,GREEN ON,42,adaptive
2026-04-20T18:54:16,INT-001,1,YELLOW ON,4,adaptive
2026-04-20T18:54:20,INT-001,1,RED ON,3,adaptive
2026-04-20T18:54:23,INT-001,2,GREEN ON,38,adaptive
2026-04-20T18:55:01,INT-001,2,YELLOW ON,4,adaptive
2026-04-20T18:55:05,INT-001,2,RED ON,3,adaptive
2026-04-20T18:55:08,INT-001,3,GREEN ON,35,adaptive
2026-04-20T18:55:43,INT-001,3,YELLOW ON,4,adaptive
2026-04-20T18:55:47,INT-001,3,RED ON,3,adaptive
2026-04-20T18:55:50,INT-001,4,GREEN ON,30,adaptive
2026-04-20T18:56:20,INT-001,4,YELLOW ON,4,adaptive
2026-04-20T18:56:24,INT-001,4,RED ON,3,adaptive
2026-04-20T18:56:27,INT-001,1,GREEN ON,42,adaptive
2026-04-20T18:57:09,INT-001,1,YELLOW ON,4,adaptive
2026-04-20T18:57:13,INT-001,1,RED ON,3,adaptive
2026-04-20T18:57:16,INT-001,2,GREEN ON,38,adaptive
2026-04-20T18:57:54,INT-001,2,YELLOW ON,4,adaptive
2026-04-20T18:57:58,INT-001,2,RED ON,3,adaptive
2026-04-20T18:58:01,INT-001,3,GREEN ON,35,adaptive
2026-04-20T18:58:36,INT-001,3,YELLOW ON,4,adaptive
2026-04-20T18:58:40,INT-001,3,RED ON,3,adaptive
2026-04-20T18:58:43,INT-001,4,GREEN ON,30,adaptive
2026-04-20T18:59:13,INT-001,4,YELLOW ON,4,adaptive
2026-04-20T18:59:17,INT-001,4,RED ON,3,adaptive
2026-04-20T18:59:20,INT-001,1,GREEN ON,42,adaptive
2026-04-20T19:00:02,INT-001,1,YELLOW ON,4,adaptive
2026-04-20T19:00:06,INT-001,1,RED ON,3,adaptive
2026-04-20T19:00:09,INT-001,2,GREEN ON,38,adaptive
2026-04-20T19:00:47,INT-001,2,YELLOW ON,4,adaptive
2026-04-20T19:00:51,INT-001,2,RED ON,3,adaptive
2026-04-20T19:00:54,INT-001,3,GREEN ON,35,adaptive
2026-04-20T19:01:29,INT-001,3,YELLOW ON,4,adaptive
2026-04-20T19:01:33,INT-001,3,RED ON,3,adaptive
2026-04-20T19:01:36,INT-001,4,GREEN ON,30,adaptive
2026-04-20T19:02:06,INT-001,4,YELLOW ON,4,adaptive
2026-04-20T19:02:10,INT-001,4,RED ON,3,adaptive
2026-04-20T19:02:13,INT-001,1,GREEN ON,35,fixed
2026-04-20T19:02:48,INT-001,1,YELLOW ON,4,fixed
2026-04-20T19:02:52,INT-001,1,RED ON,3,fixed
2026-04-20T19:02:55,INT-001,2,GREEN ON,32,fixed
2026-04-20T19:03:27,INT-001,2,YELLOW ON,4,fixed
2026-04-20T19:03:31,INT-001,2,RED ON,3,fixed
2026-04-20T19:03:34,INT-001,3,GREEN ON,28,fixed
2026-04-20T19:04:02,INT-001,3,YELLOW ON,4,fixed
2026-04-20T19:04:06,INT-001,3,RED ON,3,fixed
2026-04-20T19:04:09,INT-001,4,GREEN ON,25,fixed
2026-04-20T19:04:34,INT-001,4,YELLOW ON,4,fixed
2026-04-20T19:04:38,INT-001,4,RED ON,3,fixed
2026-04-20T19:04:41,INT-001,1,GREEN ON,35,fixed
2026-04-20T19:05:16,INT-001,1,YELLOW ON,4,fixed
2026-04-20T19:05:20,INT-001,1,RED ON,3,fixed
2026-04-20T19:05:23,INT-001,2,GREEN ON,32,fixed
2026-04-20T19:05:55,INT-001,2,YELLOW ON,4,fixed
2026-04-20T19:05:59,INT-001,2,RED ON,3,fixed
2026-04-20T19:06:02,INT-001,3,GREEN ON,28,fixed
2026-04-20T19:06:30,INT-001,3,YELLOW ON,4,fixed
2026-04-20T19:06:34,INT-001,3,RED ON,3,fixed
2026-04-20T19:06:37,INT-001,4,GREEN ON,25,fixed
2026-04-20T19:07:02,INT-001,4,YELLOW ON,4,fixed
2026-04-20T19:07:06,INT-001,4,RED ON,3,fixed
2026-04-20T19:07:09,INT-001,1,GREEN ON,35,fixed
2026-04-20T19:07:44,INT-001,1,YELLOW ON,4,fixed
2026-04-20T19:07:48,INT-001,1,RED ON,3,fixed
2026-04-20T19:07:51,INT-001,2,GREEN ON,32,fixed
2026-04-20T19:08:23,INT-001,2,YELLOW ON,4,fixed
2026-04-20T19:08:27,INT-001,2,RED ON,3,fixed
2026-04-20T19:08:30,INT-001,3,GREEN ON,28,fixed
2026-04-20T19:08:58,INT-001,3,YELLOW ON,4,fixed
2026-04-20T19:09:02,INT-001,3,RED ON,3,fixed
2026-04-20T19:09:05,INT-001,4,GREEN ON,25,fixed
2026-04-20T19:09:30,INT-001,4,YELLOW ON,4,fixed
2026-04-20T19:09:34,INT-001,4,RED ON,3,fixed
2026-04-20T19:09:37,INT-001,1,GREEN ON,35,fixed
2026-04-20T19:10:12,INT-001,1,YELLOW ON,4,fixed
2026-04-20T19:10:16,INT-001,1,RED ON,3,fixed
2026-04-20T19:10:19,INT-001,2,GREEN ON,32,fixed
2026-04-20T19:10:51,INT-001,2,YELLOW ON,4,fixed
2026-04-20T19:10:55,INT-001,2,RED ON,3,fixed
2026-04-20T19:10:58,INT-001,3,GREEN ON,28,fixed
2026-04-20T19:11:26,INT-001,3,YELLOW ON,4,fixed
2026-04-20T19:11:30,INT-001,3,RED ON,3,fixed
2026-04-20T19:11:33,INT-001,4,GREEN ON,25,fixed
2026-04-20T19:11:58,INT-001,4,YELLOW ON,4,fixed
2026-04-20T19:12:02,INT-001,4,RED ON,3,fixed
2026-04-20T19:12:05,INT-001,1,GREEN ON,35,fixed
2026-04-20T19:12:40,INT-001,1,YELLOW ON,4,fixed
2026-04-20T19:12:44,INT-001,1,RED ON,3,fixed
2026-04-20T19:12:47,INT-001,2,GREEN ON,32,fixed
2026-04-20T19:13:19,INT-001,2,YELLOW ON,4,fixed
2026-04-20T19:13:23,INT-001,2,RED ON,3,fixed
2026-04-20T19:13:26,INT-001,3,GREEN ON,28,fixed
2026-04-20T19:13:54,INT-001,3,YELLOW ON,4,fixed
2026-04-20T19:13:58,INT-001,3,RED ON,3,fixed
2026-04-20T19:14:01,INT-001,4,GREEN ON,25,fixed
2026-04-20T19:14:26,INT-001,4,YELLOW ON,4,fixed
2026-04-20T19:14:30,INT-001,4,RED ON,3,fixed
2026-04-20T19:14:33,INT-001,1,GREEN ON,35,fixed
2026-04-20T19:15:08,INT-001,1,YELLOW ON,4,fixed
2026-04-20T19:15:12,INT-001,1,RED ON,3,fixed
2026-04-20T19:15:15,INT-001,2,GREEN ON,32,fixed
2026-04-20T19:15:47,INT-001,2,YELLOW ON,4,fixed
2026-04-20T19:15:51,INT-001,2,RED ON,3,fixed
2026-04-20T19:15:54,INT-001,3,GREEN ON,28,fixed
2026-04-20T19:16:22,INT-001,3,YELLOW ON,4,fixed
2026-04-20T19:16:26,INT-001,3,RED ON,3,fixed
2026-04-20T19:16:29,INT-001,4,GREEN ON,25,fixed
2026-04-20T19:16:54,INT-001,4,YELLOW ON,4,fixed
2026-04-20T19:16:58,INT-001,4,RED ON,3,fixed
2026-04-20T19:17:01,INT-001,1,GREEN ON,35,fixed
2026-04-20T19:17:36,INT-001,1,YELLOW ON,4,fixed
2026-04-20T19:17:40,INT-001,1,RED ON,3,fixed
2026-04-20T19:17:43,INT-001,2,GREEN ON,32,fixed
2026-04-20T19:18:15,INT-001,2,YELLOW ON,4,fixed
2026-04-20T19:18:19,INT-001,2,RED ON,3,fixed
2026-04-20T19:18:22,INT-001,3,GREEN ON,28,fixed
2026-04-20T19:18:50,INT-001,3,YELLOW ON,4,fixed
2026-04-20T19:18:54,INT-001,3,RED ON,3,fixed
2026-04-20T19:18:57,INT-001,4,GREEN ON,25,fixed
2026-04-20T19:19:22,INT-001,4,YELLOW ON,4,fixed
2026-04-20T19:19:26,INT-001,4,RED ON,3,fixed
2026-04-20T19:19:29,INT-001,1,GREEN ON,35,fixed
2026-04-20T19:20:04,INT-001,1,YELLOW ON,4,fixed
2026-04-20T19:20:08,INT-001,1,RED ON,3,fixed
2026-04-20T19:20:11,INT-001,2,GREEN ON,32,fixed
2026-04-20T19:20:43,INT-001,2,YELLOW ON,4,fixed
2026-04-20T19:20:47,INT-001,2,RED ON,3,fixed
2026-04-20T19:20:50,INT-001,3,GREEN ON,28,fixed
2026-04-20T19:21:18,INT-001,3,YELLOW ON,4,fixed
2026-04-20T19:21:22,INT-001,3,RED ON,3,fixed
2026-04-20T19:21:25,INT-001,4,GREEN ON,25,fixed
2026-04-20T19:21:50,INT-001,4,YELLOW ON,4,fixed
2026-04-20T19:21:54,INT-001,4,RED ON,3,fixed
2026-04-20T19:21:57,INT-001,1,GREEN ON,35,fixed
2026-04-20T19:22:32,INT-001,1,YELLOW ON,4,fixed
2026-04-20T19:22:36,INT-001,1,RED ON,3,fixed
2026-04-20T19:22:39,INT-001,2,GREEN ON,32,fixed
2026-04-20T19:23:11,INT-001,2,YELLOW ON,4,fixed
2026-04-20T19:23:15,INT-001,2,RED ON,3,fixed
2026-04-20T19:23:18,INT-001,3,GREEN ON,28,fixed
2026-04-20T19:23:46,INT-001,3,YELLOW ON,4,fixed
2026-04-20T19:23:50,INT-001,3,RED ON,3,fixed
2026-04-20T19:23:53,INT-001,4,GREEN ON,25,fixed
2026-04-20T19:24:18,INT-001,4,YELLOW ON,4,fixed
2026-04-20T19:24:22,INT-001,4,RED ON,3,fixed
2026-04-20T19:24:25,INT-001,1,GREEN ON,35,fixed
2026-04-20T19:25:00,INT-001,1,YELLOW ON,4,fixed
2026-04-20T19:25:04,INT-001,1,RED ON,3,fixed
2026-04-20T19:25:07,INT-001,2,GREEN ON,32,fixed
2026-04-20T19:25:39,INT-001,2,YELLOW ON,4,fixed
2026-04-20T19:25:43,INT-001,2,RED ON,3,fixed
2026-04-20T19:25:46,INT-001,3,GREEN ON,28,fixed
2026-04-20T19:26:14,INT-001,3,YELLOW ON,4,fixed
2026-04-20T19:26:18,INT-001,3,RED ON,3,fixed
2026-04-20T19:26:21,INT-001,4,GREEN ON,25,fixed
2026-04-20T19:26:46,INT-001,4,YELLOW ON,4,fixed
2026-04-20T19:26:50,INT-001,4,RED ON,3,fixed
2026-04-20T19:26:53,INT-001,1,GREEN ON,35,fixed
2026-04-20T19:27:28,INT-001,1,YELLOW ON,4,fixed
2026-04-20T19:27:32,INT-001,1,RED ON,3,fixed
2026-04-20T19:27:35,INT-001,2,GREEN ON,32,fixed
2026-04-20T19:28:07,INT-001,2,YELLOW ON,4,fixed
2026-04-20T19:28:11,INT-001,2,RED ON,3,fixed
2026-04-20T19:28:14,INT-001,3,GREEN ON,28,fixed
2026-04-20T19:28:42,INT-001,3,YELLOW ON,4,fixed
2026-04-20T19:28:46,INT-001,3,RED ON,3,fixed
2026-04-20T19:28:49,INT-001,4,GREEN ON,25,fixed
2026-04-20T19:29:14,INT-001,4,YELLOW ON,4,fixed
2026-04-20T19:29:18,INT-001,4,RED ON,3,fixed
2026-04-20T19:29:21,INT-001,1,GREEN ON,35,fixed
2026-04-20T19:29:56,INT-001,1,YELLOW ON,4,fixed
2026-04-20T19:30:00,INT-001,1,RED ON,3,fixed
2026-04-20T19:30:03,INT-001,2,GREEN ON,32,fixed
2026-04-20T19:30:35,INT-001,2,YELLOW ON,4,fixed
2026-04-20T19:30:39,INT-001,2,RED ON,3,fixed
2026-04-20T19:30:42,INT-001,3,GREEN ON,28,fixed
2026-04-20T19:31:10,INT-001,3,YELLOW ON,4,fixed
2026-04-20T19:31:14,INT-001,3,RED ON,3,fixed
2026-04-20T19:31:17,INT-001,4,GREEN ON,25,fixed
2026-04-20T19:31:42,INT-001,4,YELLOW ON,4,fixed
2026-04-20T19:31:46,INT-001,4,RED ON,3,fixed
2026-04-20T19:31:49,INT-001,1,GREEN ON,35,fixed
2026-04-20T19:32:24,INT-001,1,YELLOW ON,4,fixed
2026-04-20T19:32:28,INT-001,1,RED ON,3,fixed
2026-04-20T19:32:31,INT-001,2,GREEN ON,32,fixed
2026-04-20T19:33:03,INT-001,2,YELLOW ON,4,fixed
2026-04-20T19:33:07,INT-001,2,RED ON,3,fixed
2026-04-20T19:33:10,INT-001,3,GREEN ON,28,fixed
2026-04-20T19:33:38,INT-001,3,YELLOW ON,4,fixed
2026-04-20T19:33:42,INT-001,3,RED ON,3,fixed
2026-04-20T19:33:45,INT-001,4,GREEN ON,25,fixed
2026-04-20T19:34:10,INT-001,4,YELLOW ON,4,fixed
2026-04-20T19:34:14,INT-001,4,RED ON,3,fixed
2026-04-20T19:34:17,INT-001,1,GREEN ON,35,fixed
2026-04-20T19:34:52,INT-001,1,YELLOW ON,4,fixed
2026-04-20T19:34:56,INT-001,1,RED ON,3,fixed
2026-04-20T19:34:59,INT-001,2,GREEN ON,32,fixed
2026-04-20T19:35:31,INT-001,2,YELLOW ON,4,fixed
2026-04-20T19:35:35,INT-001,2,RED ON,3,fixed
2026-04-20T19:35:38,INT-001,3,GREEN ON,28,fixed
2026-04-20T19:36:06,INT-001,3,YELLOW ON,4,fixed
2026-04-20T19:36:10,INT-001,3,RED ON,3,fixed
2026-04-20T19:36:13,INT-001,4,GREEN ON,25,fixed
2026-04-20T19:36:38,INT-001,4,YELLOW ON,4,fixed
2026-04-20T19:36:42,INT-001,4,RED ON,3,fixed
2026-04-20T19:36:45,INT-001,1,GREEN ON,35,fixed
2026-04-20T19:37:20,INT-001,1,YELLOW ON,4,fixed
2026-04-20T19:37:24,INT-001,1,RED ON,3,fixed
2026-04-20T19:37:27,INT-001,2,GREEN ON,32,fixed
2026-04-20T19:37:59,INT-001,2,YELLOW ON,4,fixed
2026-04-20T19:38:03,INT-001,2,RED ON,3,fixed
2026-04-20T19:38:06,INT-001,3,GREEN ON,28,fixed
2026-04-20T19:38:34,INT-001,3,YELLOW ON,4,fixed
2026-04-20T19:38:38,INT-001,3,RED ON,3,fixed
2026-04-20T19:38:41,INT-001,4,GREEN ON,25,fixed
2026-04-20T19:39:06,INT-001,4,YELLOW ON,4,fixed
2026-04-20T19:39:10,INT-001,4,RED ON,3,fixed
2026-04-20T19:39:13,INT-001,1,GREEN ON,35,fixed
2026-04-20T19:39:48,INT-001,1,YELLOW ON,4,fixed
2026-04-20T19:39:52,INT-001,1,RED ON,3,fixed
2026-04-20T19:39:55,INT-001,2,GREEN ON,32,fixed
2026-04-20T19:40:27,INT-001,2,YELLOW ON,4,fixed
2026-04-20T19:40:31,INT-001,2,RED ON,3,fixed
2026-04-20T19:40:34,INT-001,3,GREEN ON,28,fixed
2026-04-20T19:41:02,INT-001,3,YELLOW ON,4,fixed
2026-04-20T19:41:06,INT-001,3,RED ON,3,fixed
2026-04-20T19:41:09,INT-001,4,GREEN ON,25,fixed
2026-04-20T19:41:34,INT-001,4,YELLOW ON,4,fixed
2026-04-20T19:41:38,INT-001,4,RED ON,3,fixed
2026-04-20T19:41:41,INT-001,1,GREEN ON,35,fixed
2026-04-20T19:42:16,INT-001,1,YELLOW ON,4,fixed
2026-04-20T19:42:20,INT-001,1,RED ON,3,fixed
2026-04-20T19:42:23,INT-001,2,GREEN ON,32,fixed
2026-04-20T19:42:55,INT-001,2,YELLOW ON,4,fixed
2026-04-20T19:42:59,INT-001,2,RED ON,3,fixed
2026-04-20T19:43:02,INT-001,3,GREEN ON,28,fixed
2026-04-20T19:43:30,INT-001,3,YELLOW ON,4,fixed
2026-04-20T19:43:34,INT-001,3,RED ON,3,fixed
2026-04-20T19:43:37,INT-001,4,GREEN ON,25,fixed
2026-04-20T19:44:02,INT-001,4,YELLOW ON,4,fixed
2026-04-20T19:44:06,INT-001,4,RED ON,3,fixed
2026-04-20T19:44:09,INT-001,1,GREEN ON,35,fixed
2026-04-20T19:44:44,INT-001,1,YELLOW ON,4,fixed
2026-04-20T19:44:48,INT-001,1,RED ON,3,fixed
2026-04-20T19:44:51,INT-001,2,GREEN ON,32,fixed
2026-04-20T19:45:23,INT-001,2,YELLOW ON,4,fixed
2026-04-20T19:45:27,INT-001,2,RED ON,3,fixed
2026-04-20T19:45:30,INT-001,3,GREEN ON,28,fixed
2026-04-20T19:45:58,INT-001,3,YELLOW ON,4,fixed
2026-04-20T19:46:02,INT-001,3,RED ON,3,fixed
2026-04-20T19:46:05,INT-001,4,GREEN ON,25,fixed
2026-04-20T19:46:30,INT-001,4,YELLOW ON,4,fixed
2026-04-20T19:46:34,INT-001,4,RED ON,3,fixed
2026-04-20T19:46:37,INT-001,1,GREEN ON,35,fixed
